N,U/L,Avg_Frac_1,Avg_Frac_2
19,8.6,0.9625000000000001,0.0375
19,8.7,0.9569,0.043100000000000006
19,8.8,0.9581999999999999,0.041800000000000004
19,8.9,0.9491999999999998,0.0508
19,9.0,0.9577000000000001,0.042300000000000004
19,9.1,0.9602,0.039799999999999995
19,9.2,0.97,0.03
19,9.3,0.9561,0.043899999999999995
19,9.4,0.9659,0.0341
19,9.5,0.9621000000000001,0.0379
19,9.6,0.9741,0.025900000000000003
19,9.7,0.9601999999999999,0.039799999999999995
19,9.8,0.9695,0.0305
19,9.9,0.9725,0.0275
19,10.0,0.9664,0.033600000000000005
20,0.1,0.0,1.0
20,0.2,0.0,1.0
20,0.3,0.0,1.0
20,0.4,0.0,1.0
20,0.5,0.0,1.0
20,0.6,0.0,1.0
20,0.7,0.0,1.0
20,0.8,0.0,1.0
20,0.9,0.0,1.0
20,1.0,0.0797,0.9202999999999999
20,1.1,0.2158,0.7841999999999999
20,1.2,0.22870000000000001,0.7713000000000001
20,1.3,0.3046,0.6953999999999999
20,1.4,0.3361,0.6639
20,1.5,0.43799999999999994,0.562
20,1.6,0.4193,0.5807
20,1.7,0.4524,0.5476000000000001
20,1.8,0.5631,0.4368999999999999
20,1.9,0.4886,0.5114
20,2.0,0.5652999999999999,0.4347000000000001
20,2.1,0.6071,0.39289999999999997
20,2.2,0.5995999999999999,0.4004
20,2.3,0.6032,0.39680000000000004
20,2.4,0.662,0.33799999999999997
20,2.5,0.6582000000000001,0.34180000000000016
20,2.6,0.7149,0.2851
20,2.7,0.7182999999999998,0.2817
20,2.8,0.7384,0.2616
20,2.9,0.7444,0.25560000000000005
20,3.0,0.7452999999999999,0.2547
20,3.1,0.7716999999999998,0.22829999999999998
20,3.2,0.8038000000000001,0.1962
20,3.3,0.7805,0.2195
20,3.4,0.7955000000000001,0.2045
20,3.5,0.8266000000000001,0.17339999999999997
20,3.6,0.8145,0.1855
20,3.7,0.8047999999999998,0.19519999999999998
20,3.8,0.8255999999999998,0.17440000000000005
20,3.9,0.8302999999999998,0.1697
20,4.0,0.8456,0.15439999999999998
20,4.1,0.8556,0.1444
20,4.2,0.8452000000000001,0.15480000000000002
20,4.3,0.8663999999999998,0.1336
20,4.4,0.8672999999999998,0.13269999999999998
20,4.5,0.8815000000000001,0.11850000000000001
20,4.6,0.8502,0.14980000000000002
20,4.7,0.8602,0.1398
20,4.8,0.8758,0.1242
20,4.9,0.8881000000000001,0.11190000000000001
20,5.0,0.8812999999999999,0.11869999999999999
20,5.1,0.8913000000000001,0.10869999999999999
20,5.2,0.8891000000000002,0.1109
20,5.3,0.9022999999999999,0.0977
20,5.4,0.9019999999999999,0.098
20,5.5,0.9072999999999999,0.09270000000000002
20,5.6,0.8992000000000001,0.1008
20,5.7,0.9092999999999999,0.09069999999999999
20,5.8,0.9036,0.0964
20,5.9,0.9178999999999999,0.0821
20,6.0,0.9240999999999998,0.07590000000000001
20,6.1,0.9097000000000002,0.09029999999999999
20,6.2,0.9155,0.08449999999999999
20,6.3,0.9276000000000001,0.07239999999999999
20,6.4,0.9344,0.06560000000000002
20,6.5,0.9261,0.0739
20,6.6,0.9318,0.0682
20,6.7,0.9277,0.07229999999999999
20,6.8,0.9464,0.0536
20,6.9,0.9185,0.0815
20,7.0,0.9403999999999999,0.05960000000000001
20,7.1,0.9351,0.06490000000000001
20,7.2,0.9475999999999999,0.052399999999999995
20,7.3,0.9288999999999998,0.0711
20,7.4,0.9439999999999997,0.05600000000000001
20,7.5,0.9438,0.05620000000000001
20,7.6,0.9602,0.039799999999999995
20,7.7,0.9535000000000001,0.04649999999999999
20,7.8,0.9552999999999998,0.0447
20,7.9,0.9436,0.0564
20,8.0,0.9556,0.044399999999999995
20,8.1,0.9568000000000001,0.043199999999999995
20,8.2,0.9631999999999998,0.036800000000000006
20,8.3,0.9601000000000001,0.0399
20,8.4,0.9579000000000001,0.0421
20,8.5,0.9489,0.05110000000000001
20,8.6,0.9700999999999997,0.029900000000000003
20,8.7,0.971,0.028999999999999998
20,8.8,0.9656,0.0344
20,8.9,0.9708999999999999,0.0291
20,9.0,0.9652,0.0348
20,9.1,0.96,0.04
20,9.2,0.9661,0.0339
20,9.3,0.9732999999999999,0.026699999999999998
20,9.4,0.9564,0.0436
20,9.5,0.9566000000000001,0.04340000000000001
20,9.6,0.9624999999999999,0.0375
20,9.7,0.9694000000000002,0.030599999999999995
20,9.8,0.9697999999999999,0.030200000000000005
20,9.9,0.9710999999999999,0.028899999999999995
20,10.0,0.9747,0.025300000000000003
21,0.1,0.0,1.0
21,0.2,0.0,1.0
21,0.3,0.0,1.0
21,0.4,0.0,1.0
21,0.5,0.0,1.0
21,0.6,0.0,1.0
21,0.7,0.0,1.0
21,0.8,0.0,1.0
21,0.9,0.0,1.0
21,1.0,0.0949,0.9050999999999999
21,1.1,0.1393,0.8607000000000002
21,1.2,0.24509999999999996,0.7548999999999999
21,1.3,0.15710000000000002,0.8429000000000001
21,1.4,0.36950000000000005,0.6305
21,1.5,0.4483999999999999,0.5516000000000001
21,1.6,0.43199999999999994,0.5680000000000001
21,1.7,0.45549999999999996,0.5445
21,1.8,0.5202,0.47979999999999995
21,1.9,0.5414,0.4586
21,2.0,0.5705,0.42950000000000005
21,2.1,0.5621,0.43790000000000007
21,2.2,0.6652,0.3348
21,2.3,0.6486,0.3514
21,2.4,0.6437,0.3563
21,2.5,0.6552,0.3448
21,2.6,0.7088,0.2912
21,2.7,0.723,0.27699999999999997
21,2.8,0.6982,0.3018
21,2.9,0.7432999999999998,0.25670000000000004
21,3.0,0.7782000000000001,0.2218
21,3.1,0.7474999999999998,0.2525
21,3.2,0.7766999999999998,0.22330000000000003
21,3.3,0.7983,0.2017
21,3.4,0.7847999999999999,0.2152
21,3.5,0.7727,0.2273
21,3.6,0.7911,0.2089
21,3.7,0.8287,0.17130000000000004
21,3.8,0.8314,0.1686
21,3.9,0.8036000000000001,0.19640000000000002
21,4.0,0.8234000000000001,0.17659999999999998
21,4.1,0.8266999999999999,0.1733
21,4.2,0.8588999999999999,0.1411
21,4.3,0.8386999999999999,0.1613
21,4.4,0.8445,0.1555
21,4.5,0.8686000000000001,0.13140000000000002
21,4.6,0.8804,0.11959999999999998
21,4.7,0.8701000000000002,0.12990000000000002
21,4.8,0.8692,0.1308
21,4.9,0.8599999999999999,0.14
21,5.0,0.8876999999999999,0.11229999999999998
21,5.1,0.868,0.132
21,5.2,0.9074,0.0926
21,5.3,0.8896999999999998,0.1103
21,5.4,0.8948,0.10520000000000002
21,5.5,0.907,0.09299999999999999
21,5.6,0.9082999999999999,0.0917
21,5.7,0.9339999999999999,0.066
21,5.8,0.9085,0.0915
21,5.9,0.9204000000000001,0.0796
21,6.0,0.9165000000000001,0.08350000000000002
21,6.1,0.9180999999999999,0.0819
21,6.2,0.9172,0.0828
21,6.3,0.924,0.076
21,6.4,0.9293,0.0707
21,6.5,0.9339999999999999,0.066
21,6.6,0.9331,0.0669
21,6.7,0.9376000000000001,0.06240000000000001
21,6.8,0.9227000000000001,0.07730000000000001
21,6.9,0.9305999999999999,0.0694
21,7.0,0.9356,0.0644
21,7.1,0.955,0.045
21,7.2,0.9392,0.06080000000000001
21,7.3,0.9442000000000002,0.0558
21,7.4,0.9398000000000001,0.060200000000000004
21,7.5,0.9449000000000001,0.05510000000000001
21,7.6,0.9411,0.058899999999999994
21,7.7,0.9506999999999999,0.0493
21,7.8,0.9534999999999999,0.04650000000000001
21,7.9,0.9542999999999998,0.045700000000000005
21,8.0,0.9545999999999999,0.0454
21,8.1,0.9574000000000001,0.042600000000000006
21,8.2,0.9567999999999999,0.0432
21,8.3,0.9577,0.042300000000000004
21,8.4,0.9458,0.054200000000000005
21,8.5,0.9686999999999999,0.0313
21,8.6,0.9573000000000002,0.042699999999999995
21,8.7,0.9734,0.026600000000000002
21,8.8,0.9614,0.038599999999999995
21,8.9,0.9695,0.030500000000000003
21,9.0,0.9644999999999999,0.0355
21,9.1,0.9567999999999999,0.0432
21,9.2,0.9636,0.0364
21,9.3,0.9635000000000001,0.036500000000000005
21,9.4,0.9668000000000001,0.0332
21,9.5,0.9618000000000002,0.0382
21,9.6,0.9696000000000001,0.0304
21,9.7,0.9773999999999999,0.022600000000000002
21,9.8,0.9573999999999999,0.0426
21,9.9,0.9718000000000001,0.028200000000000003
21,10.0,0.9763999999999998,0.0236
22,0.1,0.0,1.0
22,0.2,0.0,1.0
22,0.3,0.0,1.0
22,0.4,0.0,1.0
22,0.5,0.0,1.0
22,0.6,0.0,1.0
22,0.7,0.0,1.0
22,0.8,0.0,1.0
22,0.9,0.0,1.0
22,1.0,0.08439999999999999,0.9155999999999999
22,1.1,0.1285,0.8715
22,1.2,0.23199999999999998,0.7680000000000001
22,1.3,0.20980000000000001,0.7902
22,1.4,0.36939999999999995,0.6306
22,1.5,0.4025000000000001,0.5975
22,1.6,0.39480000000000004,0.6052
22,1.7,0.48849999999999993,0.5115000000000001
22,1.8,0.4817,0.5183
22,1.9,0.5131999999999999,0.48680000000000007
22,2.0,0.5387,0.46130000000000004
22,2.1,0.6163000000000001,0.3837
22,2.2,0.5567,0.44329999999999997
22,2.3,0.6444999999999999,0.35550000000000004
22,2.4,0.637,0.36300000000000004
22,2.5,0.6976,0.3024
22,2.6,0.6881999999999999,0.3118
22,2.7,0.6886,0.3114
22,2.8,0.7374000000000003,0.2626
22,2.9,0.7516000000000002,0.24840000000000004
22,3.0,0.7576999999999999,0.24230000000000002
22,3.1,0.7682000000000001,0.2318
22,3.2,0.7842,0.21580000000000002
22,3.3,0.7839000000000002,0.21610000000000004
22,3.4,0.806,0.19400000000000003
22,3.5,0.8198000000000002,0.1802
22,3.6,0.8174999999999999,0.1825
22,3.7,0.8069,0.19310000000000002
22,3.8,0.8088999999999998,0.1911
22,3.9,0.8373,0.16269999999999998
22,4.0,0.8488,0.1512
22,4.1,0.8246000000000001,0.1754
22,4.2,0.8491,0.15089999999999998
22,4.3,0.8561000000000001,0.1439
22,4.4,0.8638000000000001,0.1362
22,4.5,0.8684000000000001,0.1316
22,4.6,0.8847,0.1153
22,4.7,0.8706,0.1294
22,4.8,0.8868999999999998,0.1131
22,4.9,0.8763000000000001,0.12369999999999999
22,5.0,0.9025,0.0975
22,5.1,0.8989999999999999,0.10099999999999999
22,5.2,0.8865999999999999,0.11340000000000001
22,5.3,0.9277999999999998,0.07220000000000001
22,5.4,0.9042,0.09580000000000002
22,5.5,0.9103000000000001,0.08969999999999999
22,5.6,0.897,0.10300000000000002
22,5.7,0.9035,0.09650000000000002
22,5.8,0.9129999999999999,0.087
22,5.9,0.9205999999999999,0.0794
22,6.0,0.9164,0.0836
22,6.1,0.9225000000000001,0.0775
22,6.2,0.9227000000000001,0.07730000000000001
22,6.3,0.9347,0.0653
22,6.4,0.9165000000000001,0.08349999999999999
22,6.5,0.9257,0.0743
22,6.6,0.9304000000000002,0.0696
22,6.7,0.9385000000000001,0.06149999999999999
22,6.8,0.9383,0.06169999999999999
22,6.9,0.9416,0.0584
22,7.0,0.9282,0.0718
22,7.1,0.9422999999999999,0.0577
22,7.2,0.9418000000000001,0.0582
22,7.3,0.9434999999999999,0.0565
22,7.4,0.9449,0.055099999999999996
22,7.5,0.9296000000000001,0.0704
22,7.6,0.9338,0.0662
22,7.7,0.9499999999999998,0.05
22,7.8,0.9466,0.05340000000000001
22,7.9,0.9437000000000001,0.05630000000000001
22,8.0,0.973,0.026999999999999996
22,8.1,0.9384,0.0616
22,8.2,0.9512999999999999,0.04870000000000001
22,8.3,0.9632000000000002,0.0368
22,8.4,0.9594,0.0406
22,8.5,0.9571999999999998,0.04280000000000001
22,8.6,0.9442999999999999,0.0557
22,8.7,0.9601,0.039900000000000005
22,8.8,0.9625999999999999,0.0374
22,8.9,0.9646000000000001,0.0354
22,9.0,0.9687,0.031299999999999994
22,9.1,0.9543,0.045700000000000005
22,9.2,0.9686,0.0314
22,9.3,0.9721000000000001,0.0279
22,9.4,0.961,0.039
22,9.5,0.9645,0.0355
22,9.6,0.9695999999999999,0.030400000000000003
22,9.7,0.9719,0.028100000000000003
22,9.8,0.976,0.024000000000000004
22,9.9,0.966,0.034
22,10.0,0.9711,0.028899999999999995
23,0.1,0.0,1.0
23,0.2,0.0,1.0
23,0.3,0.0,1.0
23,0.4,0.0,1.0
23,0.5,0.0,1.0
23,0.6,0.0,1.0
23,0.7,0.0,1.0
23,0.8,0.0,1.0
23,0.9,0.0,1.0
23,1.0,0.038000000000000006,0.9619999999999999
23,1.1,0.18899999999999997,0.811
23,1.2,0.2091,0.7909
23,1.3,0.25560000000000005,0.7444
23,1.4,0.3425,0.6575
23,1.5,0.3111,0.6889
23,1.6,0.4303,0.5697
23,1.7,0.4734,0.5266000000000001
23,1.8,0.47550000000000003,0.5245000000000001
23,1.9,0.5287,0.47130000000000005
23,2.0,0.5685,0.4315
23,2.1,0.5964,0.4036
23,2.2,0.5876,0.41239999999999993
23,2.3,0.6181,0.3819000000000001
23,2.4,0.6505,0.34950000000000003
23,2.5,0.6721,0.32789999999999997
23,2.6,0.7132,0.2868
23,2.7,0.7045,0.2955
23,2.8,0.7363,0.2637
23,2.9,0.7083999999999999,0.2916
23,3.0,0.7579,0.2421
23,3.1,0.7429000000000001,0.2571
23,3.2,0.7731999999999999,0.2268
23,3.3,0.7807000000000001,0.2193
23,3.4,0.7847,0.21530000000000002
23,3.5,0.7968,0.20320000000000005
23,3.6,0.7981000000000001,0.20190000000000002
23,3.7,0.8256999999999999,0.17430000000000004
23,3.8,0.8201,0.17990000000000003
23,3.9,0.8357000000000001,0.1643
23,4.0,0.8202000000000002,0.17980000000000004
23,4.1,0.8439,0.15610000000000002
23,4.2,0.8573000000000001,0.1427
23,4.3,0.8573999999999999,0.1426
23,4.4,0.8474999999999998,0.1525
23,4.5,0.8694,0.1306
23,4.6,0.8919000000000001,0.1081
23,4.7,0.8762000000000001,0.12380000000000001
23,4.8,0.8785000000000001,0.12149999999999998
23,4.9,0.875,0.12500000000000003
23,5.0,0.8837000000000002,0.11630000000000001
23,5.1,0.8803,0.11970000000000003
23,5.2,0.8721000000000001,0.1279
23,5.3,0.8797,0.12029999999999999
23,5.4,0.8972000000000001,0.10280000000000002
23,5.5,0.9134,0.0866
23,5.6,0.9113000000000001,0.08870000000000001
23,5.7,0.8914,0.10860000000000002
23,5.8,0.9047,0.09530000000000001
23,5.9,0.9250999999999999,0.07490000000000001
23,6.0,0.9199999999999998,0.08
23,6.1,0.9289000000000001,0.0711
23,6.2,0.9129,0.0871
23,6.3,0.9198999999999999,0.0801
23,6.4,0.9331999999999999,0.06680000000000001
23,6.5,0.9311999999999999,0.06879999999999999
23,6.6,0.9302000000000001,0.0698
23,6.7,0.9458,0.054200000000000005
23,6.8,0.9469999999999998,0.053000000000000005
23,6.9,0.9468999999999999,0.053099999999999994
23,7.0,0.9414,0.058600000000000006
23,7.1,0.9373999999999999,0.0626
23,7.2,0.95,0.05
23,7.3,0.9529,0.04710000000000001
23,7.4,0.9489,0.05109999999999999
23,7.5,0.9580999999999998,0.04189999999999999
23,7.6,0.9483999999999998,0.0516
23,7.7,0.9369,0.06309999999999999
23,7.8,0.9459000000000001,0.0541
23,7.9,0.955,0.045
23,8.0,0.9438000000000001,0.05619999999999999
23,8.1,0.956,0.044000000000000004
23,8.2,0.9612999999999999,0.0387
23,8.3,0.9595,0.0405
23,8.4,0.9604999999999998,0.0395
23,8.5,0.9612,0.0388
23,8.6,0.9723000000000002,0.0277
23,8.7,0.9609000000000001,0.039099999999999996
23,8.8,0.9621999999999998,0.0378
23,8.9,0.9691,0.030899999999999997
23,9.0,0.9649,0.0351
23,9.1,0.9734,0.026600000000000002
23,9.2,0.9567999999999999,0.0432
23,9.3,0.9736,0.0264
23,9.4,0.9666999999999999,0.0333
23,9.5,0.9673,0.03269999999999999
23,9.6,0.9712000000000001,0.0288
23,9.7,0.9724000000000003,0.0276
23,9.8,0.968,0.032
23,9.9,0.9724999999999998,0.0275
23,10.0,0.9832,0.016800000000000002
24,0.1,0.0,1.0
24,0.2,0.0,1.0
24,0.3,0.0,1.0
24,0.4,0.0,1.0
24,0.5,0.0,1.0
24,0.6,0.0,1.0
24,0.7,0.0,1.0
24,0.8,0.0,1.0
24,0.9,0.0,1.0
24,1.0,0.09019999999999997,0.9098
24,1.1,0.16060000000000002,0.8393999999999999
24,1.2,0.2357,0.7643000000000001
24,1.3,0.2772,0.7228
24,1.4,0.3332,0.6668000000000001
24,1.5,0.39189999999999997,0.6081
24,1.6,0.4428,0.5572
24,1.7,0.45159999999999995,0.5484
24,1.8,0.5311,0.4689
24,1.9,0.5574999999999999,0.44250000000000006
24,2.0,0.5752,0.42479999999999996
24,2.1,0.5827,0.41729999999999995
24,2.2,0.6159,0.38410000000000005
24,2.3,0.6314000000000001,0.3686
24,2.4,0.6556000000000001,0.34439999999999993
24,2.5,0.6755,0.32449999999999996
24,2.6,0.6704000000000001,0.3296
24,2.7,0.7195,0.28049999999999997
24,2.8,0.7378999999999998,0.2621
24,2.9,0.7371999999999999,0.2628
24,3.0,0.7323999999999999,0.2676
24,3.1,0.7702,0.2298
24,3.2,0.7966000000000001,0.2034
24,3.3,0.8028,0.1972
24,3.4,0.7828,0.21719999999999998
24,3.5,0.8008,0.1992
24,3.6,0.8190000000000001,0.18100000000000002
24,3.7,0.8000999999999999,0.19990000000000002
24,3.8,0.8341000000000001,0.1659
24,3.9,0.8377000000000001,0.1623
24,4.0,0.8394999999999999,0.1605
24,4.1,0.8544999999999999,0.14550000000000002
24,4.2,0.8528999999999999,0.1471
24,4.3,0.8418000000000001,0.1582
24,4.4,0.8649999999999999,0.135
24,4.5,0.8661,0.1339
24,4.6,0.8908,0.1092
24,4.7,0.8630999999999999,0.1369
24,4.8,0.892,0.10799999999999998
24,4.9,0.8969999999999999,0.10300000000000001
24,5.0,0.8970999999999999,0.10289999999999999
24,5.1,0.8825000000000002,0.11750000000000002
24,5.2,0.8906000000000001,0.10939999999999998
24,5.3,0.9011,0.0989
24,5.4,0.9093000000000001,0.0907
24,5.5,0.9146,0.0854
24,5.6,0.9114,0.08860000000000001
24,5.7,0.9186000000000001,0.0814
24,5.8,0.9100000000000001,0.08999999999999998
24,5.9,0.9174000000000001,0.08259999999999999
24,6.0,0.9095,0.09049999999999998
24,6.1,0.9318,0.0682
24,6.2,0.9322,0.06780000000000001
24,6.3,0.9314000000000001,0.0686
24,6.4,0.9332,0.06680000000000001
24,6.5,0.9232,0.07680000000000001
24,6.6,0.9275999999999999,0.0724
24,6.7,0.9347999999999999,0.06519999999999998
24,6.8,0.9337999999999999,0.0662
24,6.9,0.9381000000000002,0.061900000000000004
24,7.0,0.9447999999999999,0.0552
24,7.1,0.9427,0.057300000000000004
24,7.2,0.9507000000000001,0.049300000000000004
24,7.3,0.9536999999999999,0.04630000000000001
24,7.4,0.9582000000000002,0.0418
24,7.5,0.9621999999999999,0.0378
24,7.6,0.9440999999999999,0.0559
24,7.7,0.9497,0.05029999999999999
24,7.8,0.9417,0.0583
24,7.9,0.9596000000000001,0.0404
24,8.0,0.9545999999999999,0.0454
24,8.1,0.9551999999999998,0.044800000000000006
24,8.2,0.9666000000000001,0.0334
24,8.3,0.9627,0.0373
24,8.4,0.9606,0.039400000000000004
24,8.5,0.9719,0.028099999999999997
24,8.6,0.9594000000000001,0.040600000000000004
24,8.7,0.9699,0.0301
24,8.8,0.9617999999999998,0.0382
24,8.9,0.9581999999999999,0.0418
24,9.0,0.9675999999999998,0.0324
24,9.1,0.972,0.027999999999999997
24,9.2,0.9704999999999999,0.0295
24,9.3,0.9693999999999999,0.030600000000000002
24,9.4,0.9689999999999999,0.031
24,9.5,0.9681000000000001,0.0319
24,9.6,0.9647,0.035300000000000005
24,9.7,0.9809,0.019100000000000002
24,9.8,0.9638,0.036199999999999996
24,9.9,0.9735,0.0265
24,10.0,0.9697,0.030300000000000004
25,0.1,0.0,1.0
25,0.2,0.0,1.0
25,0.3,0.0,1.0
25,0.4,0.0,1.0
25,0.5,0.0,1.0
25,0.6,0.0,1.0
25,0.7,0.0,1.0
25,0.8,0.0,1.0
25,0.9,0.0,1.0
25,1.0,0.061200000000000004,0.9387999999999999
25,1.1,0.15030000000000002,0.8497
25,1.2,0.1966,0.8033999999999999
25,1.3,0.2615,0.7384999999999999
25,1.4,0.3094,0.6906
25,1.5,0.37699999999999995,0.623
25,1.6,0.439,0.561
25,1.7,0.4850999999999999,0.5149000000000001
25,1.8,0.5282000000000001,0.47180000000000005
25,1.9,0.5525000000000001,0.4475
25,2.0,0.5982,0.4018
25,2.1,0.5996999999999999,0.4003000000000001
25,2.2,0.639,0.36099999999999993
25,2.3,0.6656,0.3344
25,2.4,0.6659999999999999,0.3340000000000001
25,2.5,0.6690999999999999,0.33089999999999997
25,2.6,0.6959000000000001,0.30410000000000004
25,2.7,0.7211000000000002,0.2789
25,2.8,0.7279000000000001,0.2721
25,2.9,0.7678,0.23220000000000002
25,3.0,0.7555000000000001,0.24450000000000002
25,3.1,0.7404000000000001,0.25960000000000005
25,3.2,0.7582000000000001,0.2418
25,3.3,0.8121,0.18789999999999998
25,3.4,0.7786,0.22139999999999996
25,3.5,0.7991999999999999,0.20079999999999998
25,3.6,0.8096,0.19039999999999999
25,3.7,0.8347000000000001,0.16529999999999997
25,3.8,0.8162999999999999,0.1837
25,3.9,0.8572000000000002,0.1428
25,4.0,0.8422,0.15780000000000002
25,4.1,0.8444999999999999,0.1555
25,4.2,0.8459999999999998,0.154
25,4.3,0.8535,0.14650000000000002
25,4.4,0.8642000000000002,0.1358
25,4.5,0.8753,0.1247
25,4.6,0.8808999999999999,0.1191
25,4.7,0.8699000000000001,0.13010000000000002
25,4.8,0.8862000000000001,0.11379999999999998
25,4.9,0.8847000000000002,0.11530000000000001
25,5.0,0.88,0.12000000000000002
25,5.1,0.9048999999999999,0.0951
25,5.2,0.8792,0.1208
25,5.3,0.9034,0.09659999999999998
25,5.4,0.9072999999999999,0.09269999999999999
25,5.5,0.9168,0.0832
25,5.6,0.9097999999999999,0.09020000000000002
25,5.7,0.92,0.08000000000000002
25,5.8,0.8956999999999999,0.10430000000000002
25,5.9,0.9217,0.0783
25,6.0,0.9296000000000001,0.0704
25,6.1,0.9286,0.07139999999999999
25,6.2,0.9234,0.0766
25,6.3,0.9264,0.0736
25,6.4,0.9306,0.06939999999999999
25,6.5,0.9289000000000001,0.0711
25,6.6,0.9347000000000001,0.0653
25,6.7,0.9265999999999999,0.07339999999999999
25,6.8,0.9319000000000002,0.06810000000000001
25,6.9,0.9338,0.0662
25,7.0,0.9417000000000002,0.0583
25,7.1,0.934,0.066
25,7.2,0.9357000000000001,0.06430000000000001
25,7.3,0.9308999999999998,0.0691
25,7.4,0.9549000000000001,0.0451
25,7.5,0.9492,0.0508
25,7.6,0.9487999999999999,0.0512
25,7.7,0.9390000000000001,0.061
25,7.8,0.961,0.039
25,7.9,0.9551999999999999,0.04479999999999999
25,8.0,0.9651000000000001,0.0349
25,8.1,0.9572999999999999,0.0427
25,8.2,0.9531999999999999,0.04680000000000001
25,8.3,0.9479999999999998,0.052000000000000005
25,8.4,0.9634,0.03660000000000001
25,8.5,0.9587,0.041299999999999996
25,8.6,0.9715,0.0285
25,8.7,0.9627999999999999,0.037200000000000004
25,8.8,0.9645,0.0355
25,8.9,0.9669,0.0331
25,9.0,0.9678999999999999,0.032100000000000004
25,9.1,0.9685000000000001,0.0315
25,9.2,0.9700000000000002,0.03
25,9.3,0.9668000000000001,0.0332
25,9.4,0.9684,0.0316
25,9.5,0.9685999999999999,0.031400000000000004
25,9.6,0.9623,0.037700000000000004
25,9.7,0.9724,0.0276
25,9.8,0.981,0.019000000000000003
25,9.9,0.9656,0.03439999999999999
25,10.0,0.9723999999999999,0.0276
26,0.1,0.0,1.0
26,0.2,0.0,1.0
26,0.3,0.0,1.0
26,0.4,0.0,1.0
26,0.5,0.0,1.0
26,0.6,0.0,1.0
26,0.7,0.0,1.0
26,0.8,0.0,1.0
26,0.9,0.0,1.0
26,1.0,0.04699999999999999,0.953
26,1.1,0.15500000000000003,0.8450000000000002
26,1.2,0.20070000000000005,0.7993000000000001
26,1.3,0.3398999999999999,0.6601
26,1.4,0.33970000000000006,0.6603
26,1.5,0.4156,0.5844
26,1.6,0.4315,0.5685
26,1.7,0.48810000000000003,0.5119
26,1.8,0.5315000000000001,0.4684999999999999
26,1.9,0.5434,0.45660000000000006
26,2.0,0.5722999999999999,0.4277000000000001
26,2.1,0.5782,0.42179999999999995
26,2.2,0.619,0.381
26,2.3,0.6567000000000001,0.3433
26,2.4,0.6567000000000001,0.34330000000000005
26,2.5,0.6840999999999999,0.31589999999999996
26,2.6,0.6648,0.33520000000000005
26,2.7,0.723,0.277
26,2.8,0.7494,0.25060000000000004
26,2.9,0.7426999999999999,0.2573
26,3.0,0.7633,0.2367
26,3.1,0.7635,0.23650000000000002
26,3.2,0.7436999999999999,0.25630000000000003
26,3.3,0.7739,0.22610000000000002
26,3.4,0.8058999999999998,0.19410000000000005
26,3.5,0.812,0.188
26,3.6,0.7978000000000001,0.2022
26,3.7,0.8361999999999999,0.1638
26,3.8,0.8172999999999999,0.1827
26,3.9,0.8413,0.1587
26,4.0,0.8458,0.1542
26,4.1,0.8548000000000002,0.1452
26,4.2,0.8489,0.15109999999999998
26,4.3,0.8705000000000002,0.1295
26,4.4,0.8806999999999999,0.1193
26,4.5,0.8657999999999998,0.13419999999999999
26,4.6,0.8675,0.1325
26,4.7,0.8768,0.12320000000000002
26,4.8,0.8905000000000001,0.10949999999999999
26,4.9,0.9025,0.0975
26,5.0,0.8822,0.11780000000000002
26,5.1,0.8892,0.11080000000000002
26,5.2,0.8904,0.10959999999999999
26,5.3,0.9054000000000002,0.09459999999999999
26,5.4,0.8956000000000001,0.10439999999999999
26,5.5,0.8974,0.1026
26,5.6,0.9174999999999999,0.0825
26,5.7,0.9122,0.08779999999999999
26,5.8,0.9198000000000002,0.08020000000000001
26,5.9,0.9152,0.08479999999999999
26,6.0,0.9206,0.0794
26,6.1,0.9208,0.0792
26,6.2,0.9033,0.09669999999999998
26,6.3,0.939,0.061000000000000006
26,6.4,0.9331,0.0669
26,6.5,0.9336999999999999,0.0663
26,6.6,0.9197,0.0803
26,6.7,0.9490000000000001,0.051000000000000004
26,6.8,0.9336999999999999,0.0663
26,6.9,0.9404000000000002,0.05960000000000001
26,7.0,0.9364999999999999,0.0635
26,7.1,0.9495,0.05050000000000002
26,7.2,0.9591,0.0409
26,7.3,0.939,0.061000000000000006
26,7.4,0.9506,0.049400000000000006
26,7.5,0.9553,0.044700000000000004
26,7.6,0.943,0.057
26,7.7,0.9557000000000001,0.0443
26,7.8,0.9584999999999999,0.0415
26,7.9,0.9578,0.042199999999999994
26,8.0,0.9658000000000001,0.0342
26,8.1,0.9637,0.0363
26,8.2,0.9532,0.04680000000000001
26,8.3,0.9574000000000001,0.0426
26,8.4,0.9647999999999999,0.0352
26,8.5,0.9690000000000001,0.030999999999999996
26,8.6,0.9684000000000001,0.0316
26,8.7,0.963,0.037000000000000005
26,8.8,0.9646000000000001,0.0354
26,8.9,0.9731000000000001,0.0269
26,9.0,0.9739999999999999,0.026000000000000002
26,9.1,0.9742000000000001,0.025799999999999997
26,9.2,0.9674,0.0326
26,9.3,0.9754999999999998,0.0245
26,9.4,0.9699000000000001,0.0301
26,9.5,0.9698,0.0302
26,9.6,0.9765,0.023500000000000007
26,9.7,0.977,0.023
26,9.8,0.9799,0.020099999999999996
26,9.9,0.9747999999999999,0.0252
26,10.0,0.9775999999999999,0.022400000000000003
27,0.1,0.0,1.0
27,0.2,0.0,1.0
27,0.3,0.0,1.0
27,0.4,0.0,1.0
