N,U/L,Avg_Frac_1,Avg_Frac_2
2,9.5,1.0,0.0
2,9.6,0.9999000000000001,0.0001
2,9.7,1.0,0.0
2,9.8,0.9987,0.0013
2,9.9,0.9995,0.0005
2,10.0,0.9983000000000001,0.0017000000000000001
3,0.1,0.0,1.0
3,0.2,0.0,1.0
3,0.3,0.0,1.0
3,0.4,0.0,1.0
3,0.5,0.0,1.0
3,0.6,0.0,1.0
3,0.7,0.0,1.0
3,0.8,0.0,1.0
3,0.9,0.0,1.0
3,1.0,0.2342,0.7658
3,1.1,0.0,1.0
3,1.2,0.0,1.0
3,1.3,0.2429,0.7571000000000001
3,1.4,0.21570000000000003,0.7843000000000001
3,1.5,0.0001,0.9999000000000001
3,1.6,0.33190000000000003,0.6681
3,1.7,0.49090000000000006,0.5091
3,1.8,0.5547,0.44530000000000003
3,1.9,0.3763,0.6237
3,2.0,0.33649999999999997,0.6635
3,2.1,0.2207,0.7793000000000001
3,2.2,0.6748000000000001,0.32519999999999993
3,2.3,0.3558,0.6442
3,2.4,0.6628999999999999,0.3371
3,2.5,0.23439999999999997,0.7656000000000001
3,2.6,0.7199000000000001,0.28009999999999996
3,2.7,0.6548,0.34519999999999995
3,2.8,0.34440000000000004,0.6556000000000001
3,2.9,0.8906999999999999,0.1093
3,3.0,0.9872999999999998,0.0127
3,3.1,0.9880999999999999,0.011899999999999999
3,3.2,0.7167000000000001,0.28330000000000005
3,3.3,0.6797000000000001,0.32030000000000003
3,3.4,0.9459000000000001,0.0541
3,3.5,0.9890000000000001,0.011000000000000001
3,3.6,0.3488,0.6511999999999999
3,3.7,0.9931,0.0069
3,3.8,0.9125999999999999,0.0874
3,3.9,0.6919000000000001,0.3081
3,4.0,0.6955,0.30450000000000005
3,4.1,0.9932000000000001,0.0068
3,4.2,0.3811,0.6189
3,4.3,0.6742,0.3258
3,4.4,0.9515,0.048499999999999995
3,4.5,0.9934999999999999,0.006500000000000001
3,4.6,0.7053000000000001,0.29469999999999996
3,4.7,0.9861,0.013900000000000001
3,4.8,0.9762,0.023799999999999998
3,4.9,0.9871000000000001,0.0129
3,5.0,0.7356,0.26439999999999997
3,5.1,0.986,0.013999999999999999
3,5.2,1.0,0.0
3,5.3,0.9936000000000001,0.0064
3,5.4,0.9778,0.022199999999999998
3,5.5,0.7084,0.2916
3,5.6,0.7502,0.24979999999999997
3,5.7,0.9732,0.026799999999999997
3,5.8,0.6796,0.3204
3,5.9,0.7045,0.2955
3,6.0,0.9919,0.008100000000000001
