run,U_value,sigma_value,hurst_exponent,fraction_greed,fraction_need
0,1,0.0,0.4479176283869801,0.0,1.0
0,1,0.01,0.451134977187004,0.0,1.0
0,1,0.02,0.44305848656528574,0.0,1.0
0,1,0.03,0.45735392808862924,0.0,1.0
0,1,0.04,0.45515438106561207,0.0,1.0
0,1,0.05,0.4420629324770588,0.0,1.0
0,1,0.06,0.4629201918357019,0.0,1.0
0,1,0.07,0.477077817708211,0.0,1.0
0,1,0.08,0.4551287609929183,0.0,1.0
0,1,0.09,0.46178800557652366,0.0,1.0
0,1,0.1,0.45933859163145785,0.0,1.0
0,1,0.11,0.46650490121338495,0.0,1.0
0,1,0.12,0.4626817262032305,0.0,1.0
0,1,0.13,0.45163032646667683,0.0,1.0
0,1,0.14,0.47024627233366517,0.0,1.0
0,1,0.15,0.4472728729356291,0.0,1.0
0,1,0.16,0.4640660592730786,0.0,1.0
0,1,0.17,0.44000718068330685,0.0,1.0
0,1,0.18,0.4512714363651692,0.0,1.0
0,1,0.19,0.4535117858938838,0.0,1.0
0,1,0.2,0.4521849048568751,0.0,1.0
0,1,0.21,0.4694246227619363,0.0,1.0
0,1,0.22,0.4449958268556643,0.0,1.0
0,1,0.23,0.4496780272075439,0.0,1.0
0,1,0.24,0.4737141681354105,0.0,1.0
0,1,0.25,0.45001603383068145,0.0,1.0
0,1,0.26,0.4405471630288552,0.0,1.0
0,1,0.27,0.4756048076115184,0.0,1.0
0,1,0.28,0.4638046552346391,0.0,1.0
0,1,0.29,0.4716093884394474,0.0,1.0
0,1,0.3,0.4586641710923519,0.0,1.0
0,1,0.31,0.4557803814642699,0.0,1.0
0,1,0.32,0.4667238979469376,0.0,1.0
0,1,0.33,0.4535374470634858,0.0,1.0
0,1,0.34,0.45011459435342777,0.0,1.0
0,1,0.35000000000000003,0.47522225466734885,0.0,1.0
0,1,0.36,0.4386182053736693,0.0,1.0
0,1,0.37,0.45979721478969016,0.0,1.0
0,1,0.38,0.45699299515655484,0.0,1.0
0,1,0.39,0.44361762134610705,0.0,1.0
0,1,0.4,0.4559232768751099,0.0,1.0
0,1,0.41000000000000003,0.44391769388471297,0.0,1.0
0,1,0.42,0.45004744980901557,0.0,1.0
0,1,0.43,0.4440017130406998,0.0,1.0
0,1,0.44,0.43876831474202993,0.0,1.0
0,1,0.45,0.46607457957460624,0.0,1.0
0,1,0.46,0.44155215674163895,0.0,1.0
0,1,0.47000000000000003,0.42700520404783343,0.0,1.0
0,1,0.48,0.4506997028344594,0.0,1.0
0,1,0.49,0.44173749658190636,0.0,1.0
0,1,0.5,0.43214686122475116,0.0,1.0
0,1,0.51,0.45209428375154487,0.0,1.0
0,1,0.52,0.45652369416828203,0.0,1.0
0,1,0.53,0.4530377227111016,0.0,1.0
0,1,0.54,0.4516424691923618,0.0,1.0
0,1,0.55,0.4490387769107892,0.0,1.0
0,1,0.56,0.4593887565841512,0.0,1.0
0,1,0.5700000000000001,0.4435452358234698,0.0,1.0
0,1,0.58,0.4337936923650858,0.0,1.0
0,1,0.59,0.4565277570792497,0.0,1.0
0,1,0.6,0.44200363855262825,0.0,1.0
0,1,0.61,0.44376873249463433,0.0,1.0
0,1,0.62,0.43465851836259806,0.0,1.0
0,1,0.63,0.45681271370426807,0.0,1.0
0,1,0.64,0.4553818169708963,0.0,1.0
0,1,0.65,0.435731915677709,0.0,1.0
0,1,0.66,0.4426724330943981,0.0,1.0
0,1,0.67,0.4434598105313839,0.0,1.0
0,1,0.68,0.46374722866812385,0.0,1.0
0,1,0.6900000000000001,0.4414984514864244,0.0,1.0
0,1,0.7000000000000001,0.4589047767213013,0.0,1.0
0,1,0.71,0.45309466956623573,0.0,1.0
0,1,0.72,0.4531137414166115,0.0,1.0
0,1,0.73,0.45480842484152123,0.0,1.0
0,1,0.74,0.42338494679360483,0.0,1.0
0,1,0.75,0.4460155535620499,0.0,1.0
0,1,0.76,0.47129847491446963,0.0,1.0
0,1,0.77,0.4588842268914853,0.0,1.0
0,1,0.78,0.4296661169682908,0.0,1.0
0,1,0.79,0.43121635113397094,0.0,1.0
0,1,0.8,0.4303813422601821,0.0,1.0
0,1,0.81,0.4493884293777325,0.0,1.0
0,1,0.8200000000000001,0.4274019180751535,0.0,1.0
0,1,0.8300000000000001,0.4307983762028984,0.0,1.0
0,1,0.84,0.45107893279783945,0.0,1.0
0,1,0.85,0.4509600210749798,0.0,1.0
0,1,0.86,0.4414815402773984,0.0,1.0
0,1,0.87,0.43703704705082524,0.0,1.0
0,1,0.88,0.446508421303469,0.0,1.0
0,1,0.89,0.44100180786112675,0.0,1.0
0,1,0.9,0.4336009460001998,0.0,1.0
0,1,0.91,0.4458524116704436,0.0,1.0
0,1,0.92,0.4599173284744401,0.0,1.0
0,1,0.93,0.44472469649185226,0.0,1.0
0,1,0.9400000000000001,0.4393863329411646,0.0,1.0
0,1,0.9500000000000001,0.4492484552291877,0.0,1.0
0,1,0.96,0.451081151896011,0.0,1.0
0,1,0.97,0.46988509061420397,0.0,1.0
0,1,0.98,0.4555932669011719,0.0,1.0
0,1,0.99,0.4410850589646761,0.0,1.0
0,2,0.0,0.4317001850084452,0.0,1.0
0,2,0.01,0.4279239770461813,0.0,1.0
0,2,0.02,0.4520336808208333,0.0,1.0
0,2,0.03,0.456769664691549,0.0,1.0
0,2,0.04,0.4645255038729602,0.0,1.0
0,2,0.05,0.4789496328714371,0.0,1.0
0,2,0.06,0.4544050894600332,0.0,1.0
0,2,0.07,0.48546875265845796,0.0,1.0
0,2,0.08,0.4628057459220326,0.0,1.0
0,2,0.09,0.4471694966821967,0.0,1.0
0,2,0.1,0.4835421580444774,0.0,1.0
0,2,0.11,0.44714801840430213,0.0,1.0
0,2,0.12,0.44959733962049525,0.0,1.0
0,2,0.13,0.46160536854422796,0.0,1.0
0,2,0.14,0.4583953090842491,0.0,1.0
0,2,0.15,0.4762728453821138,0.0,1.0
0,2,0.16,0.4645761098550191,0.0,1.0
0,2,0.17,0.4606936308557178,0.0,1.0
0,2,0.18,0.4429546727793544,0.0,1.0
0,2,0.19,0.4648731835702874,0.0,1.0
0,2,0.2,0.4615963051214136,0.0,1.0
0,2,0.21,0.4588680311438143,0.0,1.0
0,2,0.22,0.44129145828720134,0.0,1.0
0,2,0.23,0.4604840377123064,0.0,1.0
0,2,0.24,0.4557584062117078,0.0,1.0
0,2,0.25,0.48303294123254253,0.0,1.0
0,2,0.26,0.4793619314941552,0.0,1.0
0,2,0.27,0.45671857316609,0.0,1.0
0,2,0.28,0.47727583913499283,0.0,1.0
0,2,0.29,0.4456211937568585,0.0,1.0
0,2,0.3,0.46364189006502254,0.0,1.0
0,2,0.31,0.4512319818796774,0.0,1.0
0,2,0.32,0.4688767491759247,0.0,1.0
0,2,0.33,0.45375911082599385,0.0,1.0
0,2,0.34,0.466654300254887,0.0,1.0
0,2,0.35000000000000003,0.47527989605552057,0.0,1.0
0,2,0.36,0.45825747280661033,0.0,1.0
0,2,0.37,0.4577300868927142,0.0,1.0
0,2,0.38,0.45988940137026846,0.0,1.0
0,2,0.39,0.46268636160240584,0.0,1.0
0,2,0.4,0.4504730279394538,0.0,1.0
0,2,0.41000000000000003,0.4668953132602517,0.0,1.0
0,2,0.42,0.4739155378833043,0.0,1.0
0,2,0.43,0.46272435404871015,0.0,1.0
0,2,0.44,0.44979745784672864,0.0,1.0
0,2,0.45,0.476363055411848,0.0,1.0
0,2,0.46,0.4561715862685605,0.0,1.0
0,2,0.47000000000000003,0.45274095341704423,0.0,1.0
0,2,0.48,0.46201447047770366,0.0,1.0
0,2,0.49,0.4635002389824107,0.0,1.0
0,2,0.5,0.44537266002304465,0.0,1.0
0,2,0.51,0.4730777414645293,0.0,1.0
0,2,0.52,0.46864926669147494,0.0,1.0
0,2,0.53,0.4536328214374679,0.0,1.0
0,2,0.54,0.44360365125317935,0.0,1.0
0,2,0.55,0.45941063961995454,0.0,1.0
0,2,0.56,0.4471395295285694,0.0,1.0
