5.524058331015174739e-01,5.632166682190169471e-01,5.705148411225968719e-01,5.819327400053744270e-01,5.836214980062347513e-01,5.832187831587366533e-01,5.828128187716108410e-01,5.879777468435984922e-01,5.917629449300196853e-01,5.946630344665377876e-01,5.784016632544624059e-01,5.953893959263465430e-01,5.878882743635116537e-01,5.931659509567193123e-01,5.929442000894679099e-01,5.905258501834483864e-01,5.873463465940125250e-01,5.850943844736049559e-01,5.912452706816834214e-01,5.828653256277098738e-01,5.893539530387709169e-01,5.772973522829485393e-01,5.835736816768151147e-01,5.681270637251063516e-01,5.615365814025979896e-01,5.560147023091783769e-01,5.313785673725059944e-01,5.395133743100188894e-01,5.341197185073258691e-01,5.403858721451038072e-01
5.522854391461217149e-01,5.666476538560687448e-01,5.650888909130639126e-01,5.702220986870443209e-01,5.761692910046348759e-01,5.850183830343212987e-01,5.872993040854253000e-01,5.981480186047877234e-01,5.847581301751457739e-01,5.915638179668165630e-01,5.941477653848710183e-01,5.878050347921348617e-01,5.805154012796589491e-01,5.914735996640690940e-01,5.843162166366282495e-01,5.813376629918300953e-01,5.871126817816936239e-01,5.842815480305307840e-01,5.834935983339678556e-01,5.913996224067055163e-01,5.799853192651728273e-01,5.773757222587792004e-01,5.795122608614200477e-01,5.632142489532796503e-01,5.569516833686594115e-01,5.510761148415924682e-01,5.450934754607423827e-01,5.456592161325825030e-01,5.241180178582578453e-01,5.266661127426865985e-01
5.522291231951349522e-01,5.570487287876109139e-01,5.723091968243602112e-01,5.768291277030340725e-01,5.667489339110405311e-01,5.858439485945134972e-01,5.872210970041084055e-01,5.928702108063556020e-01,5.822213052138887068e-01,5.853137526124845280e-01,5.900146934419103761e-01,5.825562438481616256e-01,5.925730810992755337e-01,5.950540589197919061e-01,5.908314378444868842e-01,5.701801891337108241e-01,5.925006467433584501e-01,5.862928663874746871e-01,5.897864504773446814e-01,5.837635327539096863e-01,5.906692396225261543e-01,5.731431557775150676e-01,5.637232384717895117e-01,5.741535132831204757e-01,5.718434439839142902e-01,5.465986779602760581e-01,5.394268846092230563e-01,5.343996075434288562e-01,5.272261225077655711e-01,5.339705917369815813e-01
5.589429453437466666e-01,5.624625144847824609e-01,5.619719297120038259e-01,5.833352182318928270e-01,5.791588515227119593e-01,5.846108549173240077e-01,5.862585092949774701e-01,5.850319637971688191e-01,5.893164919851761052e-01,5.885861015180756661e-01,5.847511889899683624e-01,5.917620086349039132e-01,5.894870285289263157e-01,5.848192332565742557e-01,5.756313780697721594e-01,5.841744251643379293e-01,5.887796319510826271e-01,5.845745047195951560e-01,5.829645121250265349e-01,5.940677176238711166e-01,5.814947530161627132e-01,5.856928597841368767e-01,5.645343734630208221e-01,5.609608616213892507e-01,5.629759071103357382e-01,5.494175396869506178e-01,5.367899651905438940e-01,5.434352073143777773e-01,5.320423350725477230e-01,5.418552919472328089e-01
5.468391318031682324e-01,5.544541951293251447e-01,5.697750870914231047e-01,5.728567857121211748e-01,5.815006293688020911e-01,5.754903702392202280e-01,5.893662598270404951e-01,5.793015816229729609e-01,5.902078225639593168e-01,5.968975356740275906e-01,5.878954051471163567e-01,5.950964037102723925e-01,5.919657338194541651e-01,5.803049554179328107e-01,5.995323516668052966e-01,5.875927400207824336e-01,5.927946509399713015e-01,5.835407558599388089e-01,5.855620264116295770e-01,5.879944589131128607e-01,5.933545863949845067e-01,5.798205741064366148e-01,5.719073828853005192e-01,5.716492715021112003e-01,5.654289483838556007e-01,5.504375693607539421e-01,5.385702557940699187e-01,5.334397333637398431e-01,5.358671920801267863e-01,5.242524034721760540e-01
5.484121797107783802e-01,5.670927353920209857e-01,5.698206625828676763e-01,5.743600261210370928e-01,5.853108635162624918e-01,5.856186011230187782e-01,5.850341722924574661e-01,5.988252685039190393e-01,5.857363974753314606e-01,5.891007260377357779e-01,5.851878474533019903e-01,5.746969905166265935e-01,5.870375137646569597e-01,5.917133691233665838e-01,5.963808886563182199e-01,5.838744577158551108e-01,5.930567445306343943e-01,5.874812451725255347e-01,5.904718595166521533e-01,5.898214624993839417e-01,5.782686288344135450e-01,5.800170519615225340e-01,5.674001196916629297e-01,5.562272395270370096e-01,5.570545050982089741e-01,5.473926732542492291e-01,5.482558225590249412e-01,5.411297858867639698e-01,5.377768978726076288e-01,5.270266102287387566e-01
5.542504704949549055e-01,5.691002712579505962e-01,5.636984978280763503e-01,5.754082142653182963e-01,5.875641580693489185e-01,5.692064861241861173e-01,5.853997742575142160e-01,5.941152550357866602e-01,5.815062254600190661e-01,5.796677040271076553e-01,5.895669238832843551e-01,5.788238587543060865e-01,5.877054362848516122e-01,5.802474754718369709e-01,5.788908273384211212e-01,5.873255611567570478e-01,5.968177299512579248e-01,5.878510186745345978e-01,5.795076097563901518e-01,5.754218427830628535e-01,5.743017457110950463e-01,5.631609147422156347e-01,5.802368401970546818e-01,5.619387784182739987e-01,5.579909267742653167e-01,5.553676118647615789e-01,5.420608550767773703e-01,5.370435786811957879e-01,5.250594026598884856e-01,5.253557995453612683e-01
5.440987530059933075e-01,5.716153798343667214e-01,5.633459076690157108e-01,5.725776697541089533e-01,5.714762395714489962e-01,5.855748443644646084e-01,5.829732178881363858e-01,5.818218104187937723e-01,5.993993647262571001e-01,5.959544280809598860e-01,5.785607354402817482e-01,5.864855432429669779e-01,5.852572344754969347e-01,5.902998938671244478e-01,5.883523589910898410e-01,5.999424442230320009e-01,5.873410291394000060e-01,5.901982951320965398e-01,5.751220946614893359e-01,5.935820022453258682e-01,5.819869637256520623e-01,5.776893042690768310e-01,5.729341797511116052e-01,5.728266743704822916e-01,5.531301106220981589e-01,5.464496284554203331e-01,5.399852322908060831e-01,5.407455272956854797e-01,5.339780502586195521e-01,5.276236268630550841e-01
5.507096109135358741e-01,5.671360215220702106e-01,5.674079875765191128e-01,5.832367156135598307e-01,5.887147630357352224e-01,5.899913422017744047e-01,5.744961204951799516e-01,5.826765608018555920e-01,5.770733746249234741e-01,5.810206628537477602e-01,5.830316482176265414e-01,5.939208340545416576e-01,5.796932938523581269e-01,5.951155479933559755e-01,5.919911499305461344e-01,5.832876617144199249e-01,5.880292287955923847e-01,5.924985600834868915e-01,5.878193476244870652e-01,5.835265456895938341e-01,5.966527991121575170e-01,5.849346600320614042e-01,5.762172050300995441e-01,5.649507162449342035e-01,5.609087400726576744e-01,5.492714098555462332e-01,5.406472576489048665e-01,5.342096463972819675e-01,5.378075686476603279e-01,5.220958162025393090e-01
5.595070003980850970e-01,5.749573695135625773e-01,5.684151674988404679e-01,5.606548518315574992e-01,5.751719426330360596e-01,5.733494458778127800e-01,5.833960005200773402e-01,5.882912993421516301e-01,5.873848718051009055e-01,5.737079510900839896e-01,5.932650866212034746e-01,5.852220196053314893e-01,5.858548545272090902e-01,5.890426883212640519e-01,5.875538519841041474e-01,5.908853710409550652e-01,5.887727611872495270e-01,5.881793295761273965e-01,5.834795501621556912e-01,5.855556577527406548e-01,5.865653906268439854e-01,5.739944673446260026e-01,5.693876583989079254e-01,5.671130668433556066e-01,5.581943890959673027e-01,5.500076467274945813e-01,5.484514777700283394e-01,5.360263810506118443e-01,5.318290695005896129e-01,5.333233858133832328e-01
