Need,Greed,Run,Sigma_Index
0.6205670103092785,0.37943298969072164,11,18
0.634106529209622,0.365893470790378,11,19
0.0,1.0,12,0
0.057646048109965646,0.9423539518900345,12,1
0.11836769759450172,0.8816323024054983,12,2
0.18341924398625428,0.8165807560137457,12,3
0.24572164948453606,0.7542783505154639,12,4
0.29489690721649486,0.7051030927835051,12,5
0.3358591065292097,0.6641408934707903,12,6
0.37761168384879723,0.6223883161512028,12,7
0.4058419243986255,0.5941580756013746,12,8
0.4457388316151203,0.5542611683848797,12,9
0.4746048109965636,0.5253951890034364,12,10
0.497594501718213,0.502405498281787,12,11
0.5145704467353952,0.4854295532646048,12,12
0.5406529209621993,0.45934707903780064,12,13
0.5589518900343643,0.44104810996563576,12,14
0.5791752577319588,0.4208247422680412,12,15
0.590446735395189,0.409553264604811,12,16
0.6098109965635738,0.3901890034364261,12,17
0.6274742268041237,0.3725257731958763,12,18
0.6315635738831615,0.3684364261168385,12,19
0.0,1.0,13,0
0.05335051546391753,0.9466494845360826,13,1
0.12039518900343642,0.8796048109965636,13,2
0.1852233676975945,0.8147766323024056,13,3
0.23804123711340205,0.761958762886598,13,4
0.2961855670103093,0.7038144329896907,13,5
0.3330068728522337,0.6669931271477664,13,6
0.37189003436426116,0.6281099656357387,13,7
0.4171649484536083,0.5828350515463918,13,8
0.44312714776632306,0.556872852233677,13,9
0.46941580756013745,0.5305841924398625,13,10
0.5010824742268041,0.49891752577319587,13,11
0.5220274914089348,0.4779725085910652,13,12
0.5385910652920962,0.46140893470790384,13,13
0.5588487972508591,0.4411512027491409,13,14
0.5795876288659794,0.42041237113402063,13,15
0.5923539518900344,0.4076460481099656,13,16
0.6045189003436425,0.39548109965635736,13,17
0.6208419243986254,0.3791580756013746,13,18
0.6406701030927835,0.3593298969072165,13,19
0.0,1.0,14,0
0.052525773195876285,0.9474742268041234,14,1
0.12170103092783505,0.878298969072165,14,2
0.19101374570446736,0.8089862542955326,14,3
0.24907216494845358,0.7509278350515464,14,4
0.2929381443298969,0.707061855670103,14,5
0.33697594501718214,0.6630240549828179,14,6
0.3738831615120275,0.6261168384879725,14,7
0.4145017182130584,0.5854982817869415,14,8
0.43517182130584187,0.5648281786941581,14,9
0.47297250859106527,0.5270274914089348,14,10
0.497405498281787,0.5025945017182131,14,11
0.5214948453608247,0.47850515463917526,14,12
0.534742268041237,0.4652577319587629,14,13
0.5506013745704467,0.4493986254295533,14,14
0.5832474226804123,0.4167525773195876,14,15
0.5914948453608248,0.40850515463917525,14,16
0.6127147766323024,0.38728522336769755,14,17
0.6129209621993128,0.3870790378006873,14,18
0.6402920962199312,0.3597079037800687,14,19
0.0,1.0,15,0
0.05395189003436426,0.9460481099656358,15,1
0.12189003436426117,0.8781099656357388,15,2
0.18835051546391754,0.8116494845360824,15,3
